+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                     ;
+---------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                 ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; ntuS|mf64i|mulfpf64_inst|excN_y_uid34_fpMulTest_delay                                                                     ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|mf64i|mulfpf64_inst|ZeroTimesInf_uid77_fpMulTest_delay                                                               ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|mf64i|mulfpf64_inst|redist22_excZ_x_uid15_fpMulTest_q_10                                                             ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|mf64i|mulfpf64_inst|excZ_x_uid15_fpMulTest_delay                                                                     ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|mf64i|mulfpf64_inst|redist19_expXIsMax_uid30_fpMulTest_q_10                                                          ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|mf64i|mulfpf64_inst|expXIsMax_uid30_fpMulTest_delay                                                                  ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|mf64i|mulfpf64_inst|redist6_and_lev1_uid188_fracXIsZero_uid31_fpMulTest_q_9                                          ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|mf64i|mulfpf64_inst|and_lev1_uid188_fracXIsZero_uid31_fpMulTest_delay                                                ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|mf64i|mulfpf64_inst|and_lev0_uid186_fracXIsZero_uid31_fpMulTest_delay                                                ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|mf64i|mulfpf64_inst|and_lev0_uid187_fracXIsZero_uid31_fpMulTest_delay                                                ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|mf64i|mulfpf64_inst|redist20_excZ_y_uid29_fpMulTest_q_10                                                             ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|mf64i|mulfpf64_inst|excZ_y_uid29_fpMulTest_delay                                                                     ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|mf64i|mulfpf64_inst|redist21_expXIsMax_uid16_fpMulTest_q_10                                                          ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|mf64i|mulfpf64_inst|expXIsMax_uid16_fpMulTest_delay                                                                  ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|mf64i|mulfpf64_inst|redist7_and_lev1_uid158_fracXIsZero_uid17_fpMulTest_q_9                                          ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|mf64i|mulfpf64_inst|and_lev1_uid158_fracXIsZero_uid17_fpMulTest_delay                                                ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|mf64i|mulfpf64_inst|and_lev0_uid156_fracXIsZero_uid17_fpMulTest_delay                                                ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|mf64i|mulfpf64_inst|and_lev0_uid157_fracXIsZero_uid17_fpMulTest_delay                                                ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|mf64i|mulfpf64_inst                                                                                                  ; 130   ; 0              ; 0            ; 0              ; 64     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|mf64i                                                                                                                ; 130   ; 0              ; 0            ; 0              ; 64     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|redist50_fracRPreExc_uid86_fpAddTest_b_3                                                      ; 55    ; 1              ; 0            ; 1              ; 52     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|redist47_excRZero_uid90_fpAddTest_q_2                                                         ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|redist73_excZ_aSig_uid16_uid23_fpAddTest_q_4                                                  ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|redist67_excZ_bSig_uid17_uid37_fpAddTest_q_21                                                 ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|redist53_aMinusA_uid77_fpAddTest_q_3                                                          ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|rInfOvf_uid91_fpAddTest_delay                                                                 ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|redist48_regInputs_uid88_fpAddTest_q_3                                                        ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|regInputs_uid88_fpAddTest_delay                                                               ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|redist49_expRPreExc_uid87_fpAddTest_b_3                                                       ; 14    ; 1              ; 0            ; 1              ; 11     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|redist51_fracPostNormRndRange_uid80_fpAddTest_b_1                                             ; 56    ; 2              ; 0            ; 2              ; 53     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|redist2_leftShiftStageSel5Dto4_uid268_fracPostNorm_uid75_fpAddTest_merged_bit_select_d_2      ; 5     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|redist1_leftShiftStageSel5Dto4_uid268_fracPostNorm_uid75_fpAddTest_merged_bit_select_c_1      ; 5     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|redist55_fracAddResultNoSignExt_uid73_fpAddTest_b_8                                           ; 59    ; 2              ; 0            ; 2              ; 56     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|redist43_vStage_uid124_lzCountVal_uid74_fpAddTest_b_7                                         ; 27    ; 2              ; 0            ; 2              ; 24     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|redist52_expPostNorm_uid79_fpAddTest_q_3                                                      ; 16    ; 1              ; 0            ; 1              ; 13     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|signRPostExc_uid109_fpAddTest_delay                                                           ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|excRNaN_uid96_fpAddTest_delay                                                                 ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|redist71_excI_aSig_uid27_fpAddTest_q_5                                                        ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|redist64_excI_bSig_uid41_fpAddTest_q_5                                                        ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|redist57_effSub_uid52_fpAddTest_q_21                                                          ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|redist70_excN_aSig_uid28_fpAddTest_q_5                                                        ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|excN_aSig_uid28_fpAddTest_delay                                                               ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|redist63_excN_bSig_uid42_fpAddTest_q_5                                                        ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|excN_bSig_uid42_fpAddTest_delay                                                               ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|redist46_signRInfRZRReg_uid107_fpAddTest_q_5                                                  ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|signRInfRZRReg_uid107_fpAddTest_delay                                                         ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|excI_aSig_uid27_fpAddTest_delay                                                               ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|redist38_and_lev1_uid186_fracXIsZero_uid25_fpAddTest_q_16                                     ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|and_lev1_uid186_fracXIsZero_uid25_fpAddTest_delay                                             ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|and_lev0_uid184_fracXIsZero_uid25_fpAddTest_delay                                             ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|and_lev0_uid185_fracXIsZero_uid25_fpAddTest_delay                                             ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|excI_bSig_uid41_fpAddTest_delay                                                               ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|redist37_and_lev1_uid216_fracXIsZero_uid39_fpAddTest_q_15                                     ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|and_lev1_uid216_fracXIsZero_uid39_fpAddTest_delay                                             ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|and_lev0_uid214_fracXIsZero_uid39_fpAddTest_delay                                             ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|and_lev0_uid215_fracXIsZero_uid39_fpAddTest_delay                                             ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|redist72_excZ_aSig_uid16_uid23_fpAddTest_q_1                                                  ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|redist66_excZ_bSig_uid17_uid37_fpAddTest_q_18                                                 ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|redist59_sigB_uid51_fpAddTest_b_19                                                            ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|excR_aSig_uid31_fpAddTest_delay                                                               ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|redist74_exp_aSig_uid21_fpAddTest_b_17                                                        ; 14    ; 1              ; 0            ; 1              ; 11     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|excR_bSig_uid45_fpAddTest_delay                                                               ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|redist62_InvExpXIsZero_uid44_fpAddTest_q_16                                                   ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|redist65_expXIsMax_uid38_fpAddTest_q_17                                                       ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|expXIsMax_uid38_fpAddTest_delay                                                               ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|redist61_sigA_uid50_fpAddTest_b_18                                                            ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|redist39_r_uid155_lzCountVal_uid74_fpAddTest_q_1                                              ; 9     ; 1              ; 0            ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|redist40_vCount_uid142_lzCountVal_uid74_fpAddTest_q_1                                         ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|redist3_rVStage_uid135_lzCountVal_uid74_fpAddTest_merged_bit_select_b_1                       ; 11    ; 2              ; 0            ; 2              ; 8      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|redist4_rVStage_uid135_lzCountVal_uid74_fpAddTest_merged_bit_select_c_1                       ; 11    ; 2              ; 0            ; 2              ; 8      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|redist41_vCount_uid136_lzCountVal_uid74_fpAddTest_q_3                                         ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|vCount_uid136_lzCountVal_uid74_fpAddTest_delay                                                ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|redist5_rVStage_uid129_lzCountVal_uid74_fpAddTest_merged_bit_select_b_1                       ; 19    ; 1              ; 0            ; 1              ; 16     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|redist6_rVStage_uid129_lzCountVal_uid74_fpAddTest_merged_bit_select_c_1                       ; 19    ; 1              ; 0            ; 1              ; 16     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|redist42_vCount_uid130_lzCountVal_uid74_fpAddTest_q_5                                         ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|vCount_uid130_lzCountVal_uid74_fpAddTest_delay                                                ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|redist45_rVStage_uid121_lzCountVal_uid74_fpAddTest_b_1                                        ; 35    ; 1              ; 0            ; 1              ; 32     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|redist54_fracAddResultNoSignExt_uid73_fpAddTest_b_1                                           ; 59    ; 1              ; 0            ; 1              ; 56     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|redist44_vCount_uid122_lzCountVal_uid74_fpAddTest_q_7                                         ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|vCount_uid122_lzCountVal_uid74_fpAddTest_delay                                                ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|redist28_fracAddResult_uid72_fpAddTest_p1_of_2_q_1                                            ; 42    ; 1              ; 0            ; 1              ; 39     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntuS|addFPF64|addfpf64_inst|redist0_fracAddResult_uid72_fpAddTest_BitSelect_for_a_tessel0_2_merged_bit_select_c_1         ; 18    ; 1              ; 0            ; 1              ; 15     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
